id,title,body,extras,systemWhenCreated,systemWhoCreated
26,Neuen Rechner mit VPN testen,"- Mail an Melitta
	------------------
	wollen wir eine Zeit diese Woche ausmachen, wann wir folgende Aufgaben machen:
	1. Neues Image für den Schulungsrechner 300 erstellen
	2. Neuen Rechner mit VPN testen
	------------------
- ,, warte auf Antwort von Melitta",,2019-05-13 13:25:03,systemUnknown
27,Migration 20190509_1300_Validation im Projekt gereinigt,- `updates.sql` eingecheckt und getestet,$finished=2019-05-14 08:30 - 2019-05-14 09:00,2019-05-14 08:49:19,systemUnknown
28,Youtrack Server untersuchen: Warum ist die Festplatte voll,"- .. festellen, was den Platz befüllt
	- mit [Treesize von Heise](https://www.heise.de/download/product/treesize-free-1532)
	- im Explorer steht, dass 93 GB belegt sind:##youtrackFullFest
	- aber TreeSize findet nur nn 61 GB belegt:##youtrackonly
	- x noch mal laufen lassen, diesmal mit **Administrator Rechte**
	- es gibt 31 GB in /temp##youttracktreesize31
	- Cecon geschreiben:
		---------------------
		auf unserem Virtuellen Server ""Tracker Server 192.168.30.104"" auf 192.168.30.6, ist die Festplatte in der letzten Zeit fast voll, z.B. 95 GB von 99 GB.

		Ich habe mit TreeSize festgestellet, dass über 30 GB im C:/Windows/Temp liegt.

		1. Woher kommen diese Dateien?
		2. Kann ich diese Dateien bedankenlos löschen?
		3. Wie können wir vermeiden, dass diese Dateien neu erstellt und nicht gelöscht werden, damit sie die Festplatte nicht zuschütten?
		---------------------
	- x warte auf Antwort von CeCon
	- Herr David (?) von CeCon hat angerufen:
		----------------------------------
		- man kan die Dateien löschen
		- diese sind cab dateien von einer Installieren, die die Dateien nicht aufgeräumt hat
		- man kann folgendes machen: rechtsklick, eigenschaften, beriegen
		----------------------------------
	- x cab Dateien löschen
		- die Dateien sind gruppiert nach Zeit:##trackersizes
		- die sind Binär und geben kein Zeichen von woher sie stammen:##trackerbinary
		- 1807 gelöscht, 16 konnte nicht gelöscht werden
	- jetzt 30 GB frei:##now30frei",$finished=2019-05-14 10:00 - 2019-05-14 12:30,2019-05-14 13:23:38,systemUnknown
29,"Meeting mit Thomas: Server Updates, HiSolutions Accounts, Festplatte und RAM","- 1. Server Updates
	- Melitta
		- bisheriges Verfahren
			- Strato
				- seit 1,5 Jahren
					- wöchentlich 1x, installiert und rebootet
			- interne Server
				- Sharepoint server ist Windows 2003?
				- schaffe Überblick von allen Server
				- immer in Verbindung mit Cecon Änderungen unternehmen usw.
- 2. Accounts von den zwei HiSolutions Sicherheitsprüfer löschen
	- was sind die Ergebnisse von dem Bericht
	- Accounts löschen
	- HiSolutions Bericht kommt in zwei Wochen
		- Meeting: Maßnahmen planen
	- auch DCSO-CVA-Sicherheits-Audit
		- Festplatten verschlüsselt
		- USB Sticks 1x pro Mitarbeiter	
- 3. Festplatte und RAM für unseren Virtualhost Rechnern, wann ist dies geplannt? 
	- Thomas ruft heute Herrn Hänsch an, diese wird wahrscheinlich zusammen mit dem Router project in der nächsten Zeit gemacht
		- 3 Router
			- neue bestellt
			- werden ausgewechselt	
- 4. im allgemein, wer ist der Verantwortliche für solche Projekte, wo CeCon/Procurement involviert sind, wer macht was?
	- dies ist im Wandel, und bis es klarer ist, müssen wir einfach öfter Fragen usw. zu sehen wer hat was gemacht
- Cecon
	- Herr Hänsch
		- Ansprechpartner für Vertrieb
	- Herr Weichert
		- Ansprechpartner für Technik",$finished=2019-05-14 09:00 - 2019-05-14 10:00,2019-05-20 10:29:11,systemUnknown
30,Cecon schreiben wegen Mail Server und Spamhouse Blocklist fragen,"- Mail von Frank:
	----------------------------
	wir sind bei Spamhouse auf einer Blocklist gelandet: https://www.spamhaus.org/pbl

	Ich konnte das Problem erst einmal lösen.

	Kannst Du bitte bei CeCon nachfragen, ob es möglich wäre nach Außen unterschiedliche IPs zu haben für den Internet-Zugang in der GEFEG und den Exchange-Server?
	----------------------------
- x 2019-05-14 Mail an CeCon schreiben
	-----------------------------
	unterschiedliche IPs für Internet-Zugang und Exchange-Server
	-----
	aus Sicherheitsgründen wäre es möglich nach Außen unterschiedliche IPs zu haben für unseren Internet-Zugang und den Exchange-Server? So wäre es unwahrscheinlicher, dass unser Email-Domain auf einer Blacklist kommt, wenn z.B. ein Virus Mails über unseren Internet-Zugang sendet.
	-----------------------------
- x in einer [anderen Mail an Cecon](gftasks?id=40) diese Mail erwähnt
- ,, warten auf Antwort von CeCon",$worked=2019-05-14 13:30 - 2019-05-14 15:00,2019-05-21 09:33:16,systemUnknown
31,Server-Informationen organisieren,"- actually, just put this in the **gfInfos** item type
- alle Server infos sammeln, intern und STRATO
	-------------------
	** Gfservers
	Operating System
	Browsers installed
	Last Check	
	-------------------
- .. Server item type erstellen
- folgende Informationen einbeziehen
	--------------------------
	zu deiner Information:
	Ich habe einen Server DevRepo in unsere Domain eingefügt.
	Damit auf das dort laufende Git Repository (noch nicht im Einsatz) mittels Active Directory Authentication 	zugegriffen werden kann, musste ich zudem zwei Active Directory Security Groups anlegen: DevRepoMembers und DevRepoAdmins.
	http://intranet/Freigegebene%20Dokumente/Forms/GEFEGAnsicht.aspx?RootFolder=%2FFreigegebene%20Dokumente%2FGEFEG%2Eintern%2FBelehrungen&FolderCTID=0x012000326B7881704C7C4B9A0CC1DD18C388A3&View={33E9F00F-C7F2-48B4-A6C7-2D984B14DC6A}
	---------------------------
","$worked=2019-05-15 12:00 - 2019-05-15 17:00,2019-05-16 12:00 - 2019-05-16 17:00,2019-05-17 13:00 - 2019-05-17 17:00,2019-06-13 12:00 - 2019-06-13 15:00,2019-06-20 08:30 - 2019-06-20 10:00, 2019-07-19 11:00 - 2019-07-19 17:00, 2019-07-22 10:00 - 2019-07-22 17:00, 2019-08-01 11:00 - 2019-08-01 15:00",2019-05-20 10:34:13,systemUnknown
33,Server Update Verfahren einrichten,"- ! Überblick von allen Server schaffen und Informationen sammeln
	- erstmal folgende Aufgabe erledigen und dabei Update-Information notieren: [Alle Server organisieren](gftasks?id=31)",,2019-05-14 14:17:08,systemUnknown
34,"Überprüfe, ob Updates auf STRATO33 installiert sind","- am Mittwoch, 15. Mai haben wir die Windows-Updates eingerichtet für Sonntag
- ,, 2019-05-20: überprüfe, ob Updates installiert sind",,2019-05-15 09:44:39,systemUnknown
35,Backup auf STRATO33 reparieren und Windows-Updates einrichten,"- auf STRATO33 einloggen
- Task Manager angeschaut##strato33backupCobian15
- Cobian geöffnet
	- Options
	- [[Service and Application Control]]
	- Services: [[Stop]] und [[Stop]]
	- Services: [[Start]] und [[Start]], Fehler:##strato33cobianFehler
	- Task-Manager
		- beide Services beendet
	- Services: [[Stop]] und [[Stop]]
	- hat funktioniert:##cobianStrato33Finished",$finished=2019-05-15 08:30 - 2019-05-15 10:30,2019-05-15 09:59:12,systemUnknown
36,FTP Account für Datensicherung des KnowHow-EDI einrichten,"- email von Thomas:
	--------------------------
	wir benötigen innerhalb der nächsten zwei Monate (T: 2019-05-31) eine Lösung zur Sicherung von Daten der KnowHow-EDI (UG).
	Die Daten, die derzeit in Süddeutschland bearbeitet werden, werden zurzeit nicht auf einem GEFEG-Server gesichert. Es muss sichergestellt werden, dass die Arbeiten, die die KNE für ihre Kunden ausführt auch dann weitergeführt werden können, wenn es zu einem Personal- oder Technikausfall kommt.

	Kontaktpartner bei KNE ist Herr Kurt Wald.

	In einer ersten Überlegung soll KNE täglich seine Daten in einem Bereich des GEFEG Netzwerks sichern.
	Das sollte aber gemeinsam mit Kurt Wald noch diskutiert werden.	
	--------------------------
- x 2019-04-03 mit Thomas reden
- 2019-04-03: Thomas sent mail
	----------------------------------------
	demnächst wird sich ein Mitarbeiter von uns, Edward Tanguay, mit Ihnen in Verbindung setzen. Er wird sich künftig um die Systemadministration kümmern.
	Wir beide hatten ja vor einiger Zeit über das Thema Datensicherung gesprochen. Das soll nun in die Praxis umgesetzt werden. Edward Tanguay hat das Thema übernommen.
	----------------------------------------
- x 2019-04-03: das Thema und die Firma forschen und Herrn Wald anschreiben
	--------------------------------------
	mail@knowhow-edi.de
	---
	Hallo Herr Wald,

	wie Herr Drauschke in seiner Mail von heute Morgen erwähnt hat, kümmere ich mich um die Systemadministration bei GEFEG hier in Berlin, und möchte mit Ihnen das Projekt ""Datensicherung für KnowHow-EDI"" angehen. 

	Ich verstehe, dass die Idee für dieses Projekt ursprünglich von Ihnen kam. Vielleicht könnten wir anfangen, in dem Sie mir erzählen, wie die Datensicherung bei Ihnen jetzt funktioniert, was Sie als Ziele des Projektes sehen, den gewünschten Zeitraum, usw. entweder per Mail oder Telefon.

	Ich freue mich auf der Zusammenarbeit mit Ihnen.
	--------------------------------------
- 2019-04-03 Herr Wald
	----------------------------
	ich denke, dafür brauchen wir kein Projekt. Am einfachsten wäre es, wenn Sie mir einen FTP Zugang einrichten, über den ich die Zip-Pakete ablegen kann.	
	----------------------------
- x FTP-Konto mit eigenem Bereich einrichten
	- AD-01
		- FTP Filezilla Server
			- alle 3 Passwörter im keypass zeigen ""logged on"" aber ""The configured TLS certificate is expired""
			- Passwort bleibt im Eingabefeld
	- x Cecon schreiben
		--------------------------
		FTP-Account einrichten auf AD-01.gefegmbh.local
		---
		Hallo CeCon-Team,

		auf unserem Server AD-01.gefegmbh.local muss ich ein Account erstellen, wo ein externer Mitarbeiter eingloggen kann und eine .zip Datei per FTP kopieren kann in einem geschützten Verzeichnis.

		Könnten Sie mir zeigen, wie ich das einrichten kann?

		Wie Sie Zeit haben bitte rufen Sie mich an, vielleicht können wir alle drei offenen Fragen klären:

		1. VMware ESXi: Mehrere Schwachstellen
		2. Festplatte und RAM für unseren Virtualhost Rechnern
		3. FTP-Account einrichten auf AD-01.gefegmbh.local
		--------------------------
	- 2019-04-04 Cecon:
		--------------------------
		das Zertifikat ist tatsächlich abgelaufen, ich habe ein neues Zertifikat erstellt aber noch nicht im Filezilla eingerichtet. Das sollten wir morgen gemeinsam machen, ich werde gegen 12Uhr im Büro sein und würde mich dann bei Ihnen melden.
		Übrigens haben nur die IP Adressen der Strato Server Zugriff auf den FTP!
		--------------------------
	- 2019-04-04  an Herrn Wald
		-------------------------
		Hallo Herr Wald,

		vielen Dank für die Rückmeldung. Das hört sich gut an. Allerdings haben nur die IP Adressen unserer STRATO Server Zugriff auf unseren FTP Server. Wenn Sie keinen Zugriff auf einem von unserem STRATO Servern haben, dann bitte nennen Sie mir eine IP-Adresse von der Sie auf unserem FTP-Server zugreifen wollen, und ich werde dieser IP-Addresse Zugang erlauben.
		-------------------------
	- x Mail von Herrn Wald abwarten, ab 12 Uhr mit CeCon FTP-Server einrichten
		-----------------
		ich habe hier eine dynamische IP Adresse. Damit scheidet dieser Ansatz aus. Es muss bei Gefeg aber von außen zugängliche Server, z. B. für das FX Internet Update geben. Ggf. könnte man auf einem solchen einen FTP(S) Server, z. B. FileZilla, aufsetzen.		
		-----------------
	- x mit Herr Weichert klären wenn er anruft
	- x Herr Wald anschreiben
		--------------------------------------
		Hallo Herr Wald,

		einen FTP-Zugang habe ich für Sie eingerichtet, den per dynamischer IP-Adresse erreichbar ist:

		FTP: backup.gefeg.com
		LOGIN: knowhow
		PASSWORT: (bitte anrufen)
		--------------------------------------
	- x warten, dass Herr Walf Zugang testet",$finished=2019-04-04 08:30 - 2019-04-04 14:30,2019-05-15 14:09:20,systemUnknown
37,Schulrechner 300 im Netwerk umbennen,"- in ActiveDirectory einloggen
	- AD-01.gefegmbh.local als admint
- auf Server `AD-01.gefegmbh.local` als `admint` mit RDP einloggen
- im Server-Manager, `Tools` und `Active Directory-Benutzer und -Computer`##thetools
- PC300 gelöscht
	- MP/Schulung Fujitsu Lifebook E754 QM87
		- PC300.gefegmbh.local
		- Arbeitsstation oder Server
	- wieder hinzugefügt, heißt jetzt: 
		- Schulung Fujitsu Lifebook E754 QM87
- Schulungsrechner PC274 war auch in der Liste, aber nicht Schulungsrechner286		",$finished=2019-05-16 10:00 - 2019-05-16 10:30,2019-05-16 09:53:15,systemUnknown
38,"gp-1411 ""Data""-Divs are located under html ","- Code auschecken und Visual Studio Projekt einrichten
- gestartet, aber es kam dieser Fehler:
	- `configItems = db.Configurations.ToArray();`
	- Test ausführen
		- immer noch ein Fehler
	- andere Fehlermeldung:
		------------------------------
		Der Import der Schlüsseldatei ""GapReport_Key.pfx"" wurde abgebrochen.
		Die folgende Schlüsseldatei kann nicht importiert werden: GapReport_Key.pfx. Die Schlüsseldatei ist möglicherweise kennwortgeschützt. Importieren Sie das Zertifikat erneut, oder installieren Sie das Zertifikat mit dem folgenden Schlüsselcontainernamen im CSP mit starkem Namen, um das Problem zu beheben: VS_KEY_B415C55F5ABC2EF7			
		------------------------------
	- ich habe Sebastian geschriebn:
		--------------------------------
		Visual Studio kann nun geupdatete Portal-Projekte nicht starten wegen folgendes Fehler:

		Der Import der Schlüsseldatei ""GapReport_Key.pfx"" wurde abgebrochen.
		Die folgende Schlüsseldatei kann nicht importiert werden: GapReport_Key.pfx. Die Schlüsseldatei ist möglicherweise kennwortgeschützt. Importieren Sie das Zertifikat erneut, oder installieren Sie das Zertifikat mit dem folgenden Schlüsselcontainernamen im CSP mit starkem Namen, um das Problem zu beheben: VS_KEY_B415C55F5ABC2EF7			

		Wie wir letzte Woche ausgeführt haben, habe ich nach der Anleitung SetupADevEnvironment.md im Projekt GapReport unter Eigenschaften / Signierung das Passwort edifix eingegeben, aber da kommt der Fehler: Das angegebene Netzwerkkennwort ist falsch

		Gibt es ein anderes Passwort für das GabReport Projekt?
		--------------------------------
	- Antwort von Sebastian
		----------------------
		für das Passwort guck bitte in den Markdown-Quelltext. Das Passwort wurde nicht richtig in der Ausgabe umgewandelt.
		----------------------
	- Passwort hat ein Stern, jetzt akzeptiert er das Passwort
	- Aber Datenbank hat immer noch keine Tabellen, untersuche warum
		- .. finde heraus, warum Tests nicht laufen
- alles new eingecheckt
- .. repoduzieren","$worked=2019-05-16 10:30 - 2019-05-16 12:00,2019-05-17 10:30 - 2019-05-17 13:00, 2019-06-13 10:00 - 2019-06-13 12:00; $finished= 2019-06-14 09:30 - 2019-06-14 11:30",2019-05-17 11:58:02,systemUnknown
39,PC300 für die Schulung Dienstag vorbereiten,"- neugestartet
- kann Updates nicht wieter installieren: ""Updates konnte nicht installiert werden""
	- ein Update zum Batterie-Firmware wurde angeboten, habe ich durchführt
	- kann immer noch nicht installieren, genaue Fehlermeldung: ""Beim installiern von Updates sind Probleme aufgetreten. Fehlercode 0x802441f""
	- Melitta geschrieben:
		-----------------------
		leider nach einem Neutstart, steht bei Windows Updates:

		""Beim installieren von Updates sind Probleme aufgetreten. Fehlercode 0x802441f""

		Im Internet finde ich nur allgemeines zu diesem Fehlercode, z.B. Antivirensoftware ausschalten, Neustart, Internet-Anschluss überprüfen, usw.

		Hast du andere Ideen oder Erfahrung, wie man mit den Updates weiter kommen kann?
		-----------------------
	- Melitta:
		-------------------------
		Wenn der Fehler mit 0x80.. auftritt, versuche ich, das im Dokument beschriebene umzusetzen.
		Kannst es ja mal versuchen. 
		Wenn es nicht klappt, schalte den Rechner aus und wir versuchen es am Montag noch mal.		
		-------------------------
- folge Anwiesungen von [Windows Update Fehler.docx](C:\WORK\SchulungsrechnerInstallieren\Windows Update Fehler.docx)
	- K:\INSTALL\_Hardware\wu10.diagcab ausführen
		- als GEFEG komme ich nicht darauf
	- logge als admint ein
	- Melitta geschrieben:	
		----------------------------
		im Dokument steht ""K:\INSTALL\_Hardware\wu10.diagcab ausführen"", aber als Benutzer GEFEG komme ich nicht auf K: und wenn ich versuche als edward.tanguay oder admint einzuloggen, steht ""Die Vertrauensstellung zwischen dieser Arbeitsstation und der primären Domäne konnte nicht hergestellt werden"". Aber ich log in auf GEFEGMBH und so sollte es möglich sein, oder?
		----------------------------
	- Melitta hat angerufen: 
		- Vorschlag 1: K:\INSTALL\_Hardware\wu10.diagcab auf die portable Festplatte kopieren
		- Vorschlag 2: ist wahrscheinlicher, dass es das Problem löst
	- Vorschlag 1
		- beim Ausführen: ""Unerwarteter Fehler: Der Problembehandlungs-Assisten kann nicht fortgesetzt werden""
	- Vorschlag 2
		- `net stop bits`
		- `net stop wuauserv`
		- Löschen des Inhalts des Verzeichnisses `%windir%\SoftwareDistribution`
			- in Explorer dauert dies sehr lange, z.B. **0% abgeslossen** nach 5 Minuten
				- nach 10 Minuten 5%
				- mit 24% angehalten, hat zu lange gedauert
			- schnellere Methode
				- `del /f /q /s *.* > NUL`
					- auch nicht schnell, nach 2 Minuten kein Zeichen 
					- nach 10 Minuten, scrollt: ""Das System kann den angegenen Pfad nicht finden.""
					- nach 30 Minute fertig
				- `cd ..`
				- `rmdir /q /s SoftwareDistribution`
					- dauert auch, nach 5 Minuten kein Zeichen
					- nach 15 Minuten fertig
				- `mkdir SoftwareDistribution`
		- in `regedit`, folgenden Schlüssel löschen: `HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\WindowsUpdate\SusClientId`
		- `net start bits`
		- `net start wuauserv`
		- `wuauclt /resetauthorization /detectnow`
		- `wuauclt /detectnow`
		- 5 Minuten warten
		- `wuauclt /detectnow`
		- 5 Minuten warten
		- `wuauclt /detectnow`
	- nach ""Updates Suchen"" kam der selbe Fehler
	- Neustart
	- immer noch der Fehler
	- Wiederherstellung: zurücksetzen
		- ,, warte bis es neustartet",$finished=2019-05-17 08:30 - 2019-05-17 10:30,2019-05-17 11:58:14,systemUnknown
40,neue Domäne für ein Testing-Environment,"- 2019-05-21 09:00 CeCon geschreiben:
	----------------------
	neue Domäne
	----
	für eine neue Testing-Environment brauchen wir eine neue Domäne. Was ist der Prozess, um eine neue Domäne zu bestellen?

	Und am 14.05. habe ich eine Mail an Sie mit dem Betreff ""unterschiedliche IPs für Internet-Zugang und Exchange-Server"", aber noch keine Antwort darauf bekommen.
	----------------------
- Herr Weichert:
	- einfach eine E-Mail mit Domäne, Ansprechspartner, Firma an CeCon senden
- warte bis Sebastian dir die Info schickt",$finished=2019-05-21 08:30 - 2019-05-21 09:00,2019-05-21 14:48:33,systemUnknown
41,Remote-Desktop-Protocol-Dienst Schwachstelle überprüfen,"- 2019-05-21 Mail von Thomas
	------------------------------
	Atos ist ein führendes Unternehmen im Bereich Cybersecurity und der Schutz unserer Kunden steht für uns stets an vorderster Stelle. 

	Als unser Partner bzw. Lieferant sind Sie ein wichtiger Teil der Leistungserbringung für unsere Kunden. Daher informieren wie  Sie hiermit, dass Microsoft seit dem 14.5.2019 vor einer kritischen Schwachstelle im Remote-Desktop-Protocol-Dienst (Remote Desktop Services) einiger Windows-Versionen warnt. (Link)

	Diese Schwachstelle ist aus der Ferne und ohne Authentifizierung ausnutzbar und ermöglicht einen Angriff mit Schadsoftware, der sich ähnlich wie WannaCry in 2017 wurmartig selbstständig weiterverbreiten kann. Microsoft hat diese Schwachstelle mit der Kennung CVE-2019-0708 am Dienstag, den 14.5. im Zuge des Patchdays geschlossen.

	Wir bitten sie zum Schutz unserer Unternehmen und Kunden die notwendigen Updates umgehend zu installieren, falls dies nicht bereits geschehen ist. Bitte stellen Sie auch sicher, dass Ihre Zulieferer entsprechende Maßnahmen ergreifen.
	------------------------------
- wie in dem [Customer guidance for CVE-2019-0708](https://support.microsoft.com/en-us/help/4500705/customer-guidance-for-cve-2019-0708) beschrieben, folgende Servers sind betroffen, und wir haben keine davon:
	------------------------------
	Windows XP SP3 x86
	Windows XP Professional x64 Edition SP2
	Windows XP Embedded SP3 x86
	Windows Server 2003 SP2 x86
	Windows Server 2003 x64 Edition SP2	
	------------------------------",$finished=2019-05-21 09:00 - 2019-05-21 10:30,2019-05-22 07:52:57,systemUnknown
42,Im Haus Termin mit Herrn Weichert,"- x 1. RAM und Festplatte einbauen
- x 2. Drei Access Points einbauen
- x 3. CeCon Server Härtung für neue Rechner Projekt
	- wir machen das zusammen
- x 4. Meeting: Neue Domäne für einen Testing-Bereich
	- x zusammen mit Frank und Sebastian treffen
	- x Herr Weichert richtet das ein
- 5. Mail Server und Spamhouse Blocklist planen: siehe [task](gftasks?id=30)
	- E-Mail und Web waren beide: 
		- 213.61.207.226
	- jetzt:
		- E-Mail: 213.61.207.226
		- Web: 213.61.207.229
- x 6. wozu gehört ""Cable SAS HD"" im Serverschrank?
	- wegwerfen
- x 7. wie loggt man an den zwei main computers, wo die virtuelle Machinen sind
	- das ist eine besondere Linux-Version für virtuelle Server, man kann alles über vCenter erledigen",$finished=2019-06-04 14:00 - 2019-06-04 16:00,2019-05-21 15:01:05,systemUnknown
43,Problemrecherche: Melitta konnte E-Mail an Ulriche nicht senden,"- Melitta hat diesen Fehler bekommen:
	--------------------------------------
Betreff: Unzustellbar: AW: GEFEG.FX - Installationsinformationen für GEFEG.FX Classic Lizenz

Fehler bei der Nachrichtenzustellung an folgende Empfänger oder Gruppen:

ulrike.stefan@gefeg.com (ulrike.stefan@gefeg.com) <mailto:ulrike.stefan@gefeg.com> Die eingegebene E-Mail-Adresse konnte nicht gefunden werden. Überprüfen Sie die E-Mail-Adresse des Empfängers, und versuchen Sie, die Nachricht erneut zu senden. Wenn das Problem weiterhin besteht, wenden Sie sich an Ihren E-Mail-Administrator.
	--------------------------------------
- jetzt funktioniert es wieder
- Mail an Thomas und Ulrike
	--------------------------
	Melitta hat heute morgen diesen Fehler bekommen nachdem sie eine Mail an Ulrike gesendet hat:

		Betreff: Unzustellbar: AW: GEFEG.FX - Installationsinformationen für GEFEG.FX Classic Lizenz
		Fehler bei der Nachrichtenzustellung an folgende Empfänger oder Gruppen:
		ulrike.stefan@gefeg.com (ulrike.stefan@gefeg.com) <mailto:ulrike.stefan@gefeg.com> Die eingegebene E-Mail-Adresse konnte nicht gefunden werden. Überprüfen Sie die E-Mail-Adresse des Empfängers, und versuchen Sie, die Nachricht erneut zu senden. Wenn das Problem weiterhin besteht, wenden Sie sich an Ihren E-Mail-Administrator.

	Jetzt funktioniert es wieder, aber haben wir eine Erklärung dafür? Oder habt Ihr andere Probleme mit den E-Mails gemerkt? 	
	--------------------------
- Ulrike hat angerufen: Ihr Name ist mit **ph** und nicht mit **f** geschrieben, irgendjemand in der E-Mail-Conversation hat die E-Mail-Adresse falsch eingegeben
- Melitta und ich haben nachgeforscht, und diese Mail kommt original von **Jörg Wahlter von VDA**. Er hat die E-Mail-Adresse per Hand eingegeben und Ulrikes Name falsch buchstabiert.",$finished=2019-05-22 09:30 - 2019-05-22 10:00,2019-05-22 10:16:54,systemUnknown
44,Herausfinden warum Spamhouse uns als dynamisch gelistet haben,"- spamhouse
	- hat unsere IP-Addresse (213.61.207.226) als dynamisch vergeben gelistet
	- man sieht das here: https://www.spamhaus.org/query/ip/213.61.207.226
	- Frank hat uns wieder rausgenommen
- frag unser Provider, wie wir in dieser Liste gekommen sind
	- welche Provider haben uns gelistet: COLT
		- Kontakt-Information für COLT Telecom Group von Uwe oder Thomas bekommen
		- COLT fragen, warum wir in der Liste waren
	- 2019-06-11 schrieb Uwe:
		----------------------------------
		hast du die Kontakt-Information für COLT Telecom Group? Ich muss sie kontaktiere, wegen 
		unserer ausgehenden E-Mail-IP-Adresse, die auf einer Spamliste eingetragen wurde.
		----------------------------------
	- Thomas erklärte, dass die Info hier liegt: I:\BW\Internet\Colt\Colt Prozedur für Störungsmeldungen.docx
	- 2019-06-11 habe COLT geschrieben
		----------------------------------
		unsere ausgehende IP-Adresse wurde vom The Spamhouse Project als dynamisch gelistet:
		https://www.spamhaus.org/query/ip/213.61.207.226
		Wir haben diese IP-Adresse wieder von der Liste entfernt, aber könnten Sie uns sagen, welcher 
		Provider unsere IP-Adresse gemeldet hat und warum sie als dynamisch bei Spamhouse gelistet wurde?
		----------------------------------
	- COLT antwortete:
		-------------------------
		For your query ,Kindly check with the website who blocked your ip .They can provide the reason .
		At out end ,We have not done any changes .
		-------------------------
	- habe Frank gefragt
	- schrieb COLT zurück auf Englisch
		---------------------
		Thank you for your reply. More concretely, what we would like to know is in your database 
		if the IP address that we use for our e-mails (213.61.207.226) is listed as dynamic, since this is 
		what would alert other websites to place our IP address in a spam list.
		---------------------
	- COLT schrieb zurück
		------------------------------
		As checked, IP pool 213.61.207.225/29 is configured as static route entry for this service.
		From this pool how you are configuring IPs for your requirement, it is totally in your control.however we are receiving below MAC address for against IPs
		IP Address      MAC Address       Expiry    Type   Interface
		213.61.207.225  00:d0:f6:4b:3b:cb 00h00m00s Oth[I] Interface-1/1/2.436
		213.61.207.226  00:1a:8c:50:22:35 01h31m34s Dyn[I] Interface-1/1/2.436
		213.61.207.227  00:1a:8c:50:22:35 03h33m01s Dyn[I] Interface-1/1/2.436
		213.61.207.228  10:f3:11:d0:87:e6 03h20m53s Dyn[I] Interface-1/1/2.436
		213.61.207.229  00:1a:8c:50:22:35 00h45m49s Dyn[I] Interface-1/1/2.436
		213.61.207.230  00:1a:8c:50:22:35 03h09m36s Dyn[I] Interface-1/1/2.436
		Check online.colt.net to manage your services and tickets.
		------------------------------
	- 2019-06-17 von COLT:
		-------------------
		as per the service request, further investigation is not required from our end, 
		kindly confirm for the closure of the ticket.
		-------------------
	- wenn dies Problem nochmal auftritt, rede mit Frank / Herrn Weichert darüber","$worked=2019-06-11 10:00 - 2019-06-11 10:30, 2019-06-12 08:30 - 2019-06-12 09:00, 2019-06-12 12:00 - 2019-06-12 15:00, 2019-06-13 09:30 - 2019-06-13 10:00; $finished=2019-06-17 09:30 - 2019-06-17 10:00",2019-05-29 14:14:15,systemUnknown
